"","station","Från Datum Tid (UTC)","Till Datum Tid (UTC)","year","month","Rain","Kvalitet","Latitude","Longitude"
"1652","Hoburg.csv","1884-04-01 07:00:01","1884-05-01 07:00:00","1884","04",13.2,"Y",56.9222,18.1471
"1653","Hoburg.csv","1884-05-01 07:00:01","1884-06-01 07:00:00","1884","05",22.5,"Y",56.9222,18.1471
"1654","Hoburg.csv","1884-06-01 07:00:01","1884-07-01 07:00:00","1884","06",52.9,"Y",56.9222,18.1471
"1655","Hoburg.csv","1884-07-01 07:00:01","1884-08-01 07:00:00","1884","07",58.1,"Y",56.9222,18.1471
"1656","Hoburg.csv","1884-08-01 07:00:01","1884-09-01 07:00:00","1884","08",15.2,"Y",56.9222,18.1471
"1657","Hoburg.csv","1884-09-01 07:00:01","1884-10-01 07:00:00","1884","09",11.6,"Y",56.9222,18.1471
"1658","Hoburg.csv","1884-10-01 07:00:01","1884-11-01 07:00:00","1884","10",62,"Y",56.9222,18.1471
"1659","Hoburg.csv","1884-11-01 07:00:01","1884-12-01 07:00:00","1884","11",73,"Y",56.9222,18.1471
"1660","Hoburg.csv","1884-12-01 07:00:01","1885-01-01 07:00:00","1884","12",69.9,"Y",56.9222,18.1471
"1661","Hoburg.csv","1885-01-01 07:00:01","1885-02-01 07:00:00","1885","01",22.9,"Y",56.9222,18.1471
"1662","Hoburg.csv","1885-02-01 07:00:01","1885-03-01 07:00:00","1885","02",27.5,"Y",56.9222,18.1471
"1663","Hoburg.csv","1885-03-01 07:00:01","1885-04-01 07:00:00","1885","03",8.3,"Y",56.9222,18.1471
"1664","Hoburg.csv","1885-04-01 07:00:01","1885-05-01 07:00:00","1885","04",4.1,"Y",56.9222,18.1471
"1665","Hoburg.csv","1885-05-01 07:00:01","1885-06-01 07:00:00","1885","05",30,"G",56.9222,18.1471
"1666","Hoburg.csv","1885-06-01 07:00:01","1885-07-01 07:00:00","1885","06",13.8,"Y",56.9222,18.1471
"1667","Hoburg.csv","1885-07-01 07:00:01","1885-08-01 07:00:00","1885","07",26.6,"Y",56.9222,18.1471
"1668","Hoburg.csv","1885-08-01 07:00:01","1885-09-01 07:00:00","1885","08",108.3,"Y",56.9222,18.1471
"1669","Hoburg.csv","1885-09-01 07:00:01","1885-10-01 07:00:00","1885","09",20.9,"Y",56.9222,18.1471
"1670","Hoburg.csv","1885-10-01 07:00:01","1885-11-01 07:00:00","1885","10",107.4,"Y",56.9222,18.1471
"1671","Hoburg.csv","1885-11-01 07:00:01","1885-12-01 07:00:00","1885","11",13.2,"Y",56.9222,18.1471
"1672","Hoburg.csv","1885-12-01 07:00:01","1886-01-01 07:00:00","1885","12",22.2,"Y",56.9222,18.1471
"1673","Hoburg.csv","1886-01-01 07:00:01","1886-02-01 07:00:00","1886","01",24.5,"Y",56.9222,18.1471
"1674","Hoburg.csv","1886-02-01 07:00:01","1886-03-01 07:00:00","1886","02",12.4,"Y",56.9222,18.1471
"1675","Hoburg.csv","1886-03-01 07:00:01","1886-04-01 07:00:00","1886","03",20.9,"Y",56.9222,18.1471
"1676","Hoburg.csv","1886-04-01 07:00:01","1886-05-01 07:00:00","1886","04",27.4,"Y",56.9222,18.1471
"1677","Hoburg.csv","1886-05-01 07:00:01","1886-06-01 07:00:00","1886","05",15.2,"Y",56.9222,18.1471
"1678","Hoburg.csv","1886-06-01 07:00:01","1886-07-01 07:00:00","1886","06",39.1,"Y",56.9222,18.1471
"1679","Hoburg.csv","1886-07-01 07:00:01","1886-08-01 07:00:00","1886","07",29.6,"Y",56.9222,18.1471
"1680","Hoburg.csv","1886-08-01 07:00:01","1886-09-01 07:00:00","1886","08",7.5,"Y",56.9222,18.1471
"1681","Hoburg.csv","1886-09-01 07:00:01","1886-10-01 07:00:00","1886","09",34.4,"Y",56.9222,18.1471
"1682","Hoburg.csv","1886-10-01 07:00:01","1886-11-01 07:00:00","1886","10",19.4,"Y",56.9222,18.1471
"1683","Hoburg.csv","1886-11-01 07:00:01","1886-12-01 07:00:00","1886","11",41.7,"Y",56.9222,18.1471
"1684","Hoburg.csv","1886-12-01 07:00:01","1887-01-01 07:00:00","1886","12",56.5,"Y",56.9222,18.1471
"1685","Hoburg.csv","1887-01-01 07:00:01","1887-02-01 07:00:00","1887","01",17,"Y",56.9222,18.1471
"1686","Hoburg.csv","1887-02-01 07:00:01","1887-03-01 07:00:00","1887","02",5.2,"Y",56.9222,18.1471
"1687","Hoburg.csv","1887-03-01 07:00:01","1887-04-01 07:00:00","1887","03",16.4,"Y",56.9222,18.1471
"1688","Hoburg.csv","1887-04-01 07:00:01","1887-05-01 07:00:00","1887","04",16.1,"Y",56.9222,18.1471
"1689","Hoburg.csv","1887-05-01 07:00:01","1887-06-01 07:00:00","1887","05",49,"Y",56.9222,18.1471
"1690","Hoburg.csv","1887-06-01 07:00:01","1887-07-01 07:00:00","1887","06",26.8,"Y",56.9222,18.1471
"1691","Hoburg.csv","1887-07-01 07:00:01","1887-08-01 07:00:00","1887","07",23.9,"Y",56.9222,18.1471
"1692","Hoburg.csv","1887-08-01 07:00:01","1887-09-01 07:00:00","1887","08",25.8,"Y",56.9222,18.1471
"1693","Hoburg.csv","1887-09-01 07:00:01","1887-10-01 07:00:00","1887","09",25.4,"Y",56.9222,18.1471
"1694","Hoburg.csv","1887-10-01 07:00:01","1887-11-01 07:00:00","1887","10",23.5,"Y",56.9222,18.1471
"1695","Hoburg.csv","1887-11-01 07:00:01","1887-12-01 07:00:00","1887","11",54.5,"Y",56.9222,18.1471
"1696","Hoburg.csv","1887-12-01 07:00:01","1888-01-01 07:00:00","1887","12",54.2,"Y",56.9222,18.1471
"1697","Hoburg.csv","1888-01-01 07:00:01","1888-02-01 07:00:00","1888","01",11.6,"Y",56.9222,18.1471
"1698","Hoburg.csv","1888-02-01 07:00:01","1888-03-01 07:00:00","1888","02",24.9,"Y",56.9222,18.1471
"1699","Hoburg.csv","1888-03-01 07:00:01","1888-04-01 07:00:00","1888","03",69.5,"Y",56.9222,18.1471
"1700","Hoburg.csv","1888-04-01 07:00:01","1888-05-01 07:00:00","1888","04",35.9,"Y",56.9222,18.1471
"1701","Hoburg.csv","1888-05-01 07:00:01","1888-06-01 07:00:00","1888","05",24.9,"Y",56.9222,18.1471
"1702","Hoburg.csv","1888-06-01 07:00:01","1888-07-01 07:00:00","1888","06",20.8,"Y",56.9222,18.1471
"1703","Hoburg.csv","1888-07-01 07:00:01","1888-08-01 07:00:00","1888","07",50.1,"Y",56.9222,18.1471
"1704","Hoburg.csv","1888-08-01 07:00:01","1888-09-01 07:00:00","1888","08",25.6,"Y",56.9222,18.1471
"1705","Hoburg.csv","1888-09-01 07:00:01","1888-10-01 07:00:00","1888","09",31.8,"Y",56.9222,18.1471
"1706","Hoburg.csv","1888-10-01 07:00:01","1888-11-01 07:00:00","1888","10",42,"G",56.9222,18.1471
"1707","Hoburg.csv","1888-11-01 07:00:01","1888-12-01 07:00:00","1888","11",30,"Y",56.9222,18.1471
"1708","Hoburg.csv","1888-12-01 07:00:01","1889-01-01 07:00:00","1888","12",16.3,"Y",56.9222,18.1471
"1709","Hoburg.csv","1889-01-01 07:00:01","1889-02-01 07:00:00","1889","01",11,"Y",56.9222,18.1471
"1710","Hoburg.csv","1889-02-01 07:00:01","1889-03-01 07:00:00","1889","02",116.7,"Y",56.9222,18.1471
"1711","Hoburg.csv","1889-03-01 07:00:01","1889-04-01 07:00:00","1889","03",42.2,"Y",56.9222,18.1471
"1712","Hoburg.csv","1889-04-01 07:00:01","1889-05-01 07:00:00","1889","04",33.4,"Y",56.9222,18.1471
"1713","Hoburg.csv","1889-05-01 07:00:01","1889-06-01 07:00:00","1889","05",5.8,"Y",56.9222,18.1471
"1714","Hoburg.csv","1889-06-01 07:00:01","1889-07-01 07:00:00","1889","06",28.6,"Y",56.9222,18.1471
"1715","Hoburg.csv","1889-07-01 07:00:01","1889-08-01 07:00:00","1889","07",43.6,"Y",56.9222,18.1471
"1716","Hoburg.csv","1889-08-01 07:00:01","1889-09-01 07:00:00","1889","08",43.8,"Y",56.9222,18.1471
"1717","Hoburg.csv","1889-09-01 07:00:01","1889-10-01 07:00:00","1889","09",27.4,"Y",56.9222,18.1471
"1718","Hoburg.csv","1889-10-01 07:00:01","1889-11-01 07:00:00","1889","10",32.5,"Y",56.9222,18.1471
"1719","Hoburg.csv","1889-11-01 07:00:01","1889-12-01 07:00:00","1889","11",22.7,"Y",56.9222,18.1471
"1720","Hoburg.csv","1889-12-01 07:00:01","1890-01-01 07:00:00","1889","12",16.5,"Y",56.9222,18.1471
"1721","Hoburg.csv","1890-01-01 07:00:01","1890-02-01 07:00:00","1890","01",26.7,"Y",56.9222,18.1471
"1722","Hoburg.csv","1890-02-01 07:00:01","1890-03-01 07:00:00","1890","02",9.4,"Y",56.9222,18.1471
"1723","Hoburg.csv","1890-03-01 07:00:01","1890-04-01 07:00:00","1890","03",20.8,"Y",56.9222,18.1471
"1724","Hoburg.csv","1890-04-01 07:00:01","1890-05-01 07:00:00","1890","04",39.5,"Y",56.9222,18.1471
"1725","Hoburg.csv","1890-05-01 07:00:01","1890-06-01 07:00:00","1890","05",13.8,"Y",56.9222,18.1471
"1726","Hoburg.csv","1890-06-01 07:00:01","1890-07-01 07:00:00","1890","06",17.6,"Y",56.9222,18.1471
"1727","Hoburg.csv","1890-07-01 07:00:01","1890-08-01 07:00:00","1890","07",40.7,"Y",56.9222,18.1471
"1728","Hoburg.csv","1890-08-01 07:00:01","1890-09-01 07:00:00","1890","08",99,"Y",56.9222,18.1471
"1729","Hoburg.csv","1890-09-01 07:00:01","1890-10-01 07:00:00","1890","09",14.3,"Y",56.9222,18.1471
"1730","Hoburg.csv","1890-10-01 07:00:01","1890-11-01 07:00:00","1890","10",71.7,"Y",56.9222,18.1471
"1731","Hoburg.csv","1890-11-01 07:00:01","1890-12-01 07:00:00","1890","11",43.9,"Y",56.9222,18.1471
"1732","Hoburg.csv","1890-12-01 07:00:01","1891-01-01 07:00:00","1890","12",16.3,"Y",56.9222,18.1471
"1733","Hoburg.csv","1891-01-01 07:00:01","1891-02-01 07:00:00","1891","01",62.8,"Y",56.9222,18.1471
"1734","Hoburg.csv","1891-02-01 07:00:01","1891-03-01 07:00:00","1891","02",3.9,"Y",56.9222,18.1471
"1735","Hoburg.csv","1891-03-01 07:00:01","1891-04-01 07:00:00","1891","03",54.8,"Y",56.9222,18.1471
"1736","Hoburg.csv","1891-04-01 07:00:01","1891-05-01 07:00:00","1891","04",17,"Y",56.9222,18.1471
"1737","Hoburg.csv","1891-05-01 07:00:01","1891-06-01 07:00:00","1891","05",14.5,"Y",56.9222,18.1471
"1738","Hoburg.csv","1891-06-01 07:00:01","1891-07-01 07:00:00","1891","06",25.4,"Y",56.9222,18.1471
"1739","Hoburg.csv","1891-07-01 07:00:01","1891-08-01 07:00:00","1891","07",79.3,"Y",56.9222,18.1471
"1740","Hoburg.csv","1891-08-01 07:00:01","1891-09-01 07:00:00","1891","08",76.3,"Y",56.9222,18.1471
"1741","Hoburg.csv","1891-09-01 07:00:01","1891-10-01 07:00:00","1891","09",17.6,"Y",56.9222,18.1471
"1742","Hoburg.csv","1891-10-01 07:00:01","1891-11-01 07:00:00","1891","10",27,"G",56.9222,18.1471
"1743","Hoburg.csv","1891-11-01 07:00:01","1891-12-01 07:00:00","1891","11",42.5,"Y",56.9222,18.1471
"1744","Hoburg.csv","1891-12-01 07:00:01","1892-01-01 07:00:00","1891","12",37.8,"Y",56.9222,18.1471
"1745","Hoburg.csv","1892-01-01 07:00:01","1892-02-01 07:00:00","1892","01",23.4,"Y",56.9222,18.1471
"1746","Hoburg.csv","1892-02-01 07:00:01","1892-03-01 07:00:00","1892","02",17.4,"Y",56.9222,18.1471
"1747","Hoburg.csv","1892-03-01 07:00:01","1892-04-01 07:00:00","1892","03",19.3,"Y",56.9222,18.1471
"1748","Hoburg.csv","1892-04-01 07:00:01","1892-05-01 07:00:00","1892","04",19.6,"Y",56.9222,18.1471
"1749","Hoburg.csv","1892-05-01 07:00:01","1892-06-01 07:00:00","1892","05",13.5,"Y",56.9222,18.1471
"1750","Hoburg.csv","1892-06-01 07:00:01","1892-07-01 07:00:00","1892","06",68.6,"Y",56.9222,18.1471
"1751","Hoburg.csv","1892-07-01 07:00:01","1892-08-01 07:00:00","1892","07",40.9,"Y",56.9222,18.1471
"1752","Hoburg.csv","1892-08-01 07:00:01","1892-09-01 07:00:00","1892","08",41.1,"Y",56.9222,18.1471
"1753","Hoburg.csv","1892-09-01 07:00:01","1892-10-01 07:00:00","1892","09",10.9,"Y",56.9222,18.1471
"1754","Hoburg.csv","1892-10-01 07:00:01","1892-11-01 07:00:00","1892","10",58.5,"Y",56.9222,18.1471
"1755","Hoburg.csv","1892-11-01 07:00:01","1892-12-01 07:00:00","1892","11",4,"G",56.9222,18.1471
"1756","Hoburg.csv","1892-12-01 07:00:01","1893-01-01 07:00:00","1892","12",98.5,"Y",56.9222,18.1471
"1757","Hoburg.csv","1893-01-01 07:00:01","1893-02-01 07:00:00","1893","01",80.8,"Y",56.9222,18.1471
"1758","Hoburg.csv","1893-02-01 07:00:01","1893-03-01 07:00:00","1893","02",30.3,"Y",56.9222,18.1471
"1759","Hoburg.csv","1893-03-01 07:00:01","1893-04-01 07:00:00","1893","03",19.1,"Y",56.9222,18.1471
"1760","Hoburg.csv","1893-04-01 07:00:01","1893-05-01 07:00:00","1893","04",10.7,"Y",56.9222,18.1471
"1761","Hoburg.csv","1893-05-01 07:00:01","1893-06-01 07:00:00","1893","05",6.4,"Y",56.9222,18.1471
"1762","Hoburg.csv","1893-06-01 07:00:01","1893-07-01 07:00:00","1893","06",15.7,"Y",56.9222,18.1471
"1763","Hoburg.csv","1893-07-01 07:00:01","1893-08-01 07:00:00","1893","07",14,"G",56.9222,18.1471
"1764","Hoburg.csv","1893-08-01 07:00:01","1893-09-01 07:00:00","1893","08",55.9,"Y",56.9222,18.1471
"1765","Hoburg.csv","1893-09-01 07:00:01","1893-10-01 07:00:00","1893","09",56.7,"Y",56.9222,18.1471
"1766","Hoburg.csv","1893-10-01 07:00:01","1893-11-01 07:00:00","1893","10",67.6,"Y",56.9222,18.1471
"1767","Hoburg.csv","1893-11-01 07:00:01","1893-12-01 07:00:00","1893","11",28,"Y",56.9222,18.1471
"1768","Hoburg.csv","1893-12-01 07:00:01","1894-01-01 07:00:00","1893","12",26.8,"Y",56.9222,18.1471
"1769","Hoburg.csv","1894-01-01 07:00:01","1894-02-01 07:00:00","1894","01",19.2,"Y",56.9222,18.1471
"1770","Hoburg.csv","1894-02-01 07:00:01","1894-03-01 07:00:00","1894","02",16.4,"Y",56.9222,18.1471
"1771","Hoburg.csv","1894-03-01 07:00:01","1894-04-01 07:00:00","1894","03",16.9,"Y",56.9222,18.1471
"1772","Hoburg.csv","1894-04-01 07:00:01","1894-05-01 07:00:00","1894","04",16.1,"Y",56.9222,18.1471
"1773","Hoburg.csv","1894-05-01 07:00:01","1894-06-01 07:00:00","1894","05",19.6,"Y",56.9222,18.1471
"1774","Hoburg.csv","1894-06-01 07:00:01","1894-07-01 07:00:00","1894","06",13.2,"Y",56.9222,18.1471
"1775","Hoburg.csv","1894-07-01 07:00:01","1894-08-01 07:00:00","1894","07",52.1,"Y",56.9222,18.1471
"1776","Hoburg.csv","1894-08-01 07:00:01","1894-09-01 07:00:00","1894","08",25.2,"Y",56.9222,18.1471
"1777","Hoburg.csv","1894-09-01 07:00:01","1894-10-01 07:00:00","1894","09",45,"G",56.9222,18.1471
"1778","Hoburg.csv","1894-10-01 07:00:01","1894-11-01 07:00:00","1894","10",71.9,"Y",56.9222,18.1471
"1779","Hoburg.csv","1894-11-01 07:00:01","1894-12-01 07:00:00","1894","11",39.5,"Y",56.9222,18.1471
"1780","Hoburg.csv","1894-12-01 07:00:01","1895-01-01 07:00:00","1894","12",64,"G",56.9222,18.1471
"1781","Hoburg.csv","1895-01-01 07:00:01","1895-02-01 07:00:00","1895","01",64,"G",56.9222,18.1471
"1782","Hoburg.csv","1895-02-01 07:00:01","1895-03-01 07:00:00","1895","02",93,"G",56.9222,18.1471
"1783","Hoburg.csv","1895-03-01 07:00:01","1895-04-01 07:00:00","1895","03",35,"G",56.9222,18.1471
"1784","Hoburg.csv","1895-04-01 07:00:01","1895-05-01 07:00:00","1895","04",13,"G",56.9222,18.1471
"1785","Hoburg.csv","1895-05-01 07:00:01","1895-06-01 07:00:00","1895","05",10,"G",56.9222,18.1471
"1786","Hoburg.csv","1895-06-01 07:00:01","1895-07-01 07:00:00","1895","06",15,"G",56.9222,18.1471
"1787","Hoburg.csv","1895-07-01 07:00:01","1895-08-01 07:00:00","1895","07",37,"G",56.9222,18.1471
"1788","Hoburg.csv","1895-08-01 07:00:01","1895-09-01 07:00:00","1895","08",70,"G",56.9222,18.1471
"1789","Hoburg.csv","1895-09-01 07:00:01","1895-10-01 07:00:00","1895","09",17,"G",56.9222,18.1471
"1790","Hoburg.csv","1895-10-01 07:00:01","1895-11-01 07:00:00","1895","10",53,"G",56.9222,18.1471
"1791","Hoburg.csv","1895-11-01 07:00:01","1895-12-01 07:00:00","1895","11",54,"G",56.9222,18.1471
"1792","Hoburg.csv","1895-12-01 07:00:01","1896-01-01 07:00:00","1895","12",24,"G",56.9222,18.1471
"1793","Hoburg.csv","1896-01-01 07:00:01","1896-02-01 07:00:00","1896","01",34,"G",56.9222,18.1471
"1794","Hoburg.csv","1896-02-01 07:00:01","1896-03-01 07:00:00","1896","02",2,"G",56.9222,18.1471
"1795","Hoburg.csv","1896-03-01 07:00:01","1896-04-01 07:00:00","1896","03",36,"G",56.9222,18.1471
"1796","Hoburg.csv","1896-04-01 07:00:01","1896-05-01 07:00:00","1896","04",19,"G",56.9222,18.1471
"1797","Hoburg.csv","1896-05-01 07:00:01","1896-06-01 07:00:00","1896","05",20,"G",56.9222,18.1471
"1798","Hoburg.csv","1896-06-01 07:00:01","1896-07-01 07:00:00","1896","06",10,"G",56.9222,18.1471
"1799","Hoburg.csv","1896-07-01 07:00:01","1896-08-01 07:00:00","1896","07",24,"G",56.9222,18.1471
"1800","Hoburg.csv","1896-08-01 07:00:01","1896-09-01 07:00:00","1896","08",52,"G",56.9222,18.1471
"1801","Hoburg.csv","1896-09-01 07:00:01","1896-10-01 07:00:00","1896","09",24,"G",56.9222,18.1471
"1802","Hoburg.csv","1896-10-01 07:00:01","1896-11-01 07:00:00","1896","10",64,"G",56.9222,18.1471
"1803","Hoburg.csv","1896-11-01 07:00:01","1896-12-01 07:00:00","1896","11",54,"G",56.9222,18.1471
"1804","Hoburg.csv","1896-12-01 07:00:01","1897-01-01 07:00:00","1896","12",71,"G",56.9222,18.1471
"1805","Hoburg.csv","1897-01-01 07:00:01","1897-02-01 07:00:00","1897","01",49,"G",56.9222,18.1471
"1806","Hoburg.csv","1897-02-01 07:00:01","1897-03-01 07:00:00","1897","02",64,"G",56.9222,18.1471
"1807","Hoburg.csv","1897-03-01 07:00:01","1897-04-01 07:00:00","1897","03",58,"G",56.9222,18.1471
"1808","Hoburg.csv","1897-04-01 07:00:01","1897-05-01 07:00:00","1897","04",29,"G",56.9222,18.1471
"1809","Hoburg.csv","1897-05-01 07:00:01","1897-06-01 07:00:00","1897","05",56,"G",56.9222,18.1471
"1810","Hoburg.csv","1897-06-01 07:00:01","1897-07-01 07:00:00","1897","06",11,"G",56.9222,18.1471
"1811","Hoburg.csv","1897-07-01 07:00:01","1897-08-01 07:00:00","1897","07",35,"G",56.9222,18.1471
"1812","Hoburg.csv","1897-08-01 07:00:01","1897-09-01 07:00:00","1897","08",31,"G",56.9222,18.1471
"1813","Hoburg.csv","1897-09-01 07:00:01","1897-10-01 07:00:00","1897","09",31,"G",56.9222,18.1471
"1814","Hoburg.csv","1897-10-01 07:00:01","1897-11-01 07:00:00","1897","10",13,"G",56.9222,18.1471
"1815","Hoburg.csv","1897-11-01 07:00:01","1897-12-01 07:00:00","1897","11",47,"G",56.9222,18.1471
"1816","Hoburg.csv","1897-12-01 07:00:01","1898-01-01 07:00:00","1897","12",23,"G",56.9222,18.1471
"1817","Hoburg.csv","1898-01-01 07:00:01","1898-02-01 07:00:00","1898","01",32,"G",56.9222,18.1471
"1818","Hoburg.csv","1898-02-01 07:00:01","1898-03-01 07:00:00","1898","02",46,"G",56.9222,18.1471
"1819","Hoburg.csv","1898-03-01 07:00:01","1898-04-01 07:00:00","1898","03",64,"G",56.9222,18.1471
"1820","Hoburg.csv","1898-04-01 07:00:01","1898-05-01 07:00:00","1898","04",19,"G",56.9222,18.1471
"1821","Hoburg.csv","1898-05-01 07:00:01","1898-06-01 07:00:00","1898","05",24,"G",56.9222,18.1471
"1822","Hoburg.csv","1898-06-01 07:00:01","1898-07-01 07:00:00","1898","06",33,"G",56.9222,18.1471
"1823","Hoburg.csv","1898-07-01 07:00:01","1898-08-01 07:00:00","1898","07",70,"G",56.9222,18.1471
"1824","Hoburg.csv","1898-08-01 07:00:01","1898-09-01 07:00:00","1898","08",18,"G",56.9222,18.1471
"1825","Hoburg.csv","1898-09-01 07:00:01","1898-10-01 07:00:00","1898","09",22,"G",56.9222,18.1471
"1826","Hoburg.csv","1898-10-01 07:00:01","1898-11-01 07:00:00","1898","10",16,"G",56.9222,18.1471
"1827","Hoburg.csv","1898-11-01 07:00:01","1898-12-01 07:00:00","1898","11",31,"G",56.9222,18.1471
"1828","Hoburg.csv","1898-12-01 07:00:01","1899-01-01 07:00:00","1898","12",75,"G",56.9222,18.1471
"1829","Hoburg.csv","1899-01-01 07:00:01","1899-02-01 07:00:00","1899","01",68,"G",56.9222,18.1471
"1830","Hoburg.csv","1899-02-01 07:00:01","1899-03-01 07:00:00","1899","02",44,"G",56.9222,18.1471
"1831","Hoburg.csv","1899-03-01 07:00:01","1899-04-01 07:00:00","1899","03",51,"G",56.9222,18.1471
"1832","Hoburg.csv","1899-04-01 07:00:01","1899-05-01 07:00:00","1899","04",32,"G",56.9222,18.1471
"1833","Hoburg.csv","1899-05-01 07:00:01","1899-06-01 07:00:00","1899","05",23,"G",56.9222,18.1471
"1834","Hoburg.csv","1899-06-01 07:00:01","1899-07-01 07:00:00","1899","06",28,"G",56.9222,18.1471
"1835","Hoburg.csv","1899-07-01 07:00:01","1899-08-01 07:00:00","1899","07",6,"G",56.9222,18.1471
"1836","Hoburg.csv","1899-08-01 07:00:01","1899-09-01 07:00:00","1899","08",11,"G",56.9222,18.1471
"1837","Hoburg.csv","1899-09-01 07:00:01","1899-10-01 07:00:00","1899","09",50,"G",56.9222,18.1471
"1838","Hoburg.csv","1899-10-01 07:00:01","1899-11-01 07:00:00","1899","10",27,"G",56.9222,18.1471
"1839","Hoburg.csv","1899-11-01 07:00:01","1899-12-01 07:00:00","1899","11",31,"G",56.9222,18.1471
"1840","Hoburg.csv","1899-12-01 07:00:01","1/1/00 7:00","1899","12",23,"G",56.9222,18.1471
"1841","Hoburg.csv","1/1/00 7:00","2/1/00 7:00","1900","01",65,"G",56.9222,18.1471
"1842","Hoburg.csv","2/1/00 7:00","3/1/00 7:00","1900","02",109,"G",56.9222,18.1471
"1843","Hoburg.csv","3/1/00 7:00","4/1/00 7:00","1900","03",31,"G",56.9222,18.1471
"1844","Hoburg.csv","4/1/00 7:00","5/1/00 7:00","1900","04",23,"G",56.9222,18.1471
"1845","Hoburg.csv","5/1/00 7:00","6/1/00 7:00","1900","05",4,"G",56.9222,18.1471
"1846","Hoburg.csv","6/1/00 7:00","7/1/00 7:00","1900","06",34,"G",56.9222,18.1471
"1847","Hoburg.csv","7/1/00 7:00","8/1/00 7:00","1900","07",18,"G",56.9222,18.1471
"1848","Hoburg.csv","8/1/00 7:00","9/1/00 7:00","1900","08",27,"G",56.9222,18.1471
"1849","Hoburg.csv","9/1/00 7:00","10/1/00 7:00","1900","09",50,"G",56.9222,18.1471
"1850","Hoburg.csv","10/1/00 7:00","11/1/00 7:00","1900","10",91,"G",56.9222,18.1471
"1851","Hoburg.csv","11/1/00 7:00","12/1/00 7:00","1900","11",29,"G",56.9222,18.1471
"1852","Hoburg.csv","12/1/00 7:00","1/1/01 7:00","1900","12",59,"G",56.9222,18.1471
"1853","Hoburg.csv","1/1/01 7:00","2/1/01 7:00","1901","01",23,"G",56.9222,18.1471
"1854","Hoburg.csv","2/1/01 7:00","3/1/01 7:00","1901","02",34,"G",56.9222,18.1471
"1855","Hoburg.csv","3/1/01 7:00","4/1/01 7:00","1901","03",12,"G",56.9222,18.1471
"1856","Hoburg.csv","4/1/01 7:00","5/1/01 7:00","1901","04",21,"G",56.9222,18.1471
"1857","Hoburg.csv","5/1/01 7:00","6/1/01 7:00","1901","05",2,"G",56.9222,18.1471
"1858","Hoburg.csv","6/1/01 7:00","7/1/01 7:00","1901","06",21,"G",56.9222,18.1471
"1859","Hoburg.csv","7/1/01 7:00","8/1/01 7:00","1901","07",12,"G",56.9222,18.1471
"1860","Hoburg.csv","8/1/01 7:00","9/1/01 7:00","1901","08",50,"G",56.9222,18.1471
"1861","Hoburg.csv","9/1/01 7:00","10/1/01 7:00","1901","09",21,"G",56.9222,18.1471
"1862","Hoburg.csv","10/1/01 7:00","11/1/01 7:00","1901","10",61,"G",56.9222,18.1471
"1863","Hoburg.csv","11/1/01 7:00","12/1/01 7:00","1901","11",39,"G",56.9222,18.1471
"1864","Hoburg.csv","12/1/01 7:00","1/1/02 7:00","1901","12",64,"G",56.9222,18.1471
"1865","Hoburg.csv","1/1/02 7:00","2/1/02 7:00","1902","01",58,"G",56.9222,18.1471
"1866","Hoburg.csv","2/1/02 7:00","3/1/02 7:00","1902","02",9,"G",56.9222,18.1471
"1867","Hoburg.csv","3/1/02 7:00","4/1/02 7:00","1902","03",41,"G",56.9222,18.1471
"1868","Hoburg.csv","4/1/02 7:00","5/1/02 7:00","1902","04",14,"G",56.9222,18.1471
"1869","Hoburg.csv","5/1/02 7:00","6/1/02 7:00","1902","05",29,"G",56.9222,18.1471
"1870","Hoburg.csv","6/1/02 7:00","7/1/02 7:00","1902","06",50,"G",56.9222,18.1471
"1871","Hoburg.csv","7/1/02 7:00","8/1/02 7:00","1902","07",17,"G",56.9222,18.1471
"1872","Hoburg.csv","8/1/02 7:00","9/1/02 7:00","1902","08",36,"G",56.9222,18.1471
"1873","Hoburg.csv","9/1/02 7:00","10/1/02 7:00","1902","09",27,"G",56.9222,18.1471
"1874","Hoburg.csv","10/1/02 7:00","11/1/02 7:00","1902","10",44,"G",56.9222,18.1471
"1875","Hoburg.csv","11/1/02 7:00","12/1/02 7:00","1902","11",3,"G",56.9222,18.1471
"1876","Hoburg.csv","12/1/02 7:00","1/1/03 7:00","1902","12",62,"G",56.9222,18.1471
"1877","Hoburg.csv","1/1/03 7:00","2/1/03 7:00","1903","01",32,"G",56.9222,18.1471
"1878","Hoburg.csv","2/1/03 7:00","3/1/03 7:00","1903","02",17,"G",56.9222,18.1471
"1879","Hoburg.csv","3/1/03 7:00","4/1/03 7:00","1903","03",13,"G",56.9222,18.1471
"1880","Hoburg.csv","4/1/03 7:00","5/1/03 7:00","1903","04",36,"G",56.9222,18.1471
"1881","Hoburg.csv","5/1/03 7:00","6/1/03 7:00","1903","05",21,"G",56.9222,18.1471
"1882","Hoburg.csv","6/1/03 7:00","7/1/03 7:00","1903","06",9,"G",56.9222,18.1471
"1883","Hoburg.csv","7/1/03 7:00","8/1/03 7:00","1903","07",26,"G",56.9222,18.1471
"1884","Hoburg.csv","8/1/03 7:00","9/1/03 7:00","1903","08",87,"G",56.9222,18.1471
"1885","Hoburg.csv","9/1/03 7:00","10/1/03 7:00","1903","09",32,"G",56.9222,18.1471
"1886","Hoburg.csv","10/1/03 7:00","11/1/03 7:00","1903","10",39,"G",56.9222,18.1471
